,orders.id,orders.name,orders.line_items.id,orders.fulfillment_status,orders.line_items.sku,orders.line_items.quantity,orders.line_items.fulfillment_status,orders.line_items.fulfillable_quantity,,,,,,,
5543777-2960457,1226478878849,#5543777,2614799696001,partial,2960457,1,fulfilled,0,,,,,,,
5543777-ecofee-sku-1,1226478878849,#5543777,2614799728769,partial,ecofee-sku-1,1,pending,1,,,,,,,
5543772-380479,1226478715009,#5543772,2614799466625,fulfilled,380479,1,fulfilled,0,,,,,,,
5543772-560565,1226478715009,#5543772,2614799499393,fulfilled,560565,1,fulfilled,0,,,,,,,
5543705-761622,1226476519553,#5543705,2614796451969,fulfilled,761622,1,fulfilled,0,,,,,,,
5543705-964651,1226476519553,#5543705,2614796484737,fulfilled,964651,1,fulfilled,0,,,,,,,
5543705-1558863,1226476519553,#5543705,2614796517505,fulfilled,1558863,1,fulfilled,0,,,,,,,
5543705-1558864,1226476519553,#5543705,2614796550273,fulfilled,1558864,1,fulfilled,0,,,,,,,
5543625-2274068,1226473898113,#5543625,2614792159361,fulfilled,2274068,1,fulfilled,0,,,,,,,
5543625-2948606,1226473898113,#5543625,2614792192129,fulfilled,2948606,1,fulfilled,0,,,,,,,
5543578-2608759,1226472358017,#5543578,2614789243009,fulfilled,2608759,1,fulfilled,0,,,,,,,
5543578-321476,1226472358017,#5543578,2614789275777,fulfilled,321476,1,fulfilled,0,,,,,,,
5543552-2706476,1226471506049,#5543552,2614788063361,partial,2706476,1,fulfilled,0,,,,,,,
5543552-14336,1226471506049,#5543552,2614788096129,partial,14336,1,fulfilled,0,,,,,,,
5543552-750770,1226471506049,#5543552,2614788128897,partial,750770,1,pending,1,,,,,,,
5543514-688267,1226470260865,#5543514,2614786130049,fulfilled,688267,6,fulfilled,0,,,,,,,
5543514-582353,1226470260865,#5543514,2614786162817,fulfilled,582353,4,fulfilled,0,,,,,,,
5543490-2937160,1226469474433,#5543490,2614784000129,fulfilled,2937160,1,fulfilled,0,,,,,,,
5543490-2895267,1226469474433,#5543490,2614784032897,fulfilled,2895267,1,fulfilled,0,,,,,,,
5543479-637470,1226469113985,#5543479,2614783279233,fulfilled,637470,1,fulfilled,0,,,,,,,
5543479-2965215,1226469113985,#5543479,2614783312001,fulfilled,2965215,1,fulfilled,0,,,,,,,
5543465-40713,1226468655233,#5543465,2614782525569,partial,40713,1,fulfilled,0,,,,,,,
5543465-2888962,1226468655233,#5543465,2614782558337,partial,2888962,1,pending,1,,,,,,,
5543465-380479,1226468655233,#5543465,2614782591105,partial,380479,2,pending,2,,,,,,,
5543465-460740,1226468655233,#5543465,2614782623873,partial,460740,1,fulfilled,0,,,,,,,
5543448-2873771,1226468098177,#5543448,2614781182081,partial,2873771,1,fulfilled,0,,,,,,,
5543448-37346,1226468098177,#5543448,2614781214849,partial,37346,1,pending,1,,,,,,,
5543448-2927217,1226468098177,#5543448,2614781247617,partial,2927217,1,fulfilled,0,,,,,,,
5543340-24376992,1226464559233,#5543340,2614773612673,fulfilled,24376992,2,fulfilled,0,,,,,,,
5543340-582353,1226464559233,#5543340,2614773645441,fulfilled,582353,1,fulfilled,0,,,,,,,
5543340-2839181,1226464559233,#5543340,2614773678209,fulfilled,2839181,1,fulfilled,0,,,,,,,
5543333-2742445,1226464329857,#5543333,2614772891777,fulfilled,2742445,1,fulfilled,0,,,,,,,
5543333-762781,1226464329857,#5543333,2614772924545,fulfilled,762781,1,fulfilled,0,,,,,,,
5543333-2467284,1226464329857,#5543333,2614772957313,fulfilled,2467284,1,fulfilled,0,,,,,,,
5543333-1147478,1226464329857,#5543333,2614772990081,fulfilled,1147478,1,fulfilled,0,,,,,,,
5543333-35472,1226464329857,#5543333,2614773022849,fulfilled,35472,1,fulfilled,0,,,,,,,
5543333-277506,1226464329857,#5543333,2614773055617,fulfilled,277506,1,fulfilled,0,,,,,,,
5543333-969726,1226464329857,#5543333,2614773088385,fulfilled,969726,2,fulfilled,0,,,,,,,
5543293-620527,1226463019137,#5543293,2614769942657,partial,620527,1,fulfilled,0,,,,,,,
5543293-2839185,1226463019137,#5543293,2614769975425,partial,2839185,3,fulfilled,0,,,,,,,
5543293-380479,1226463019137,#5543293,2614770008193,partial,380479,3,pending,3,,,,,,,
5543251-730419,1226461642881,#5543251,2614766600321,fulfilled,730419,1,fulfilled,0,,,,,,,
5543251-409910,1226461642881,#5543251,2614766633089,fulfilled,409910,1,fulfilled,0,,,,,,,
5543251-11603,1226461642881,#5543251,2614766665857,fulfilled,11603,1,fulfilled,0,,,,,,,
5543251-11520,1226461642881,#5543251,2614766698625,fulfilled,11520,1,fulfilled,0,,,,,,,
5543251-592678,1226461642881,#5543251,2614766731393,fulfilled,592678,1,fulfilled,0,,,,,,,
5543251-2067198,1226461642881,#5543251,2614766764161,fulfilled,2067198,1,fulfilled,0,,,,,,,
5543251-219763,1226461642881,#5543251,2614766796929,fulfilled,219763,1,fulfilled,0,,,,,,,
5543178-2937551,1226459250817,#5543178,2614761586817,partial,2937551,1,fulfilled,0,,,,,,,
5543178-2926082,1226459250817,#5543178,2614761619585,partial,2926082,1,fulfilled,0,,,,,,,
5543178-24378358,1226459250817,#5543178,2614761652353,partial,24378358,1,fulfilled,0,,,,,,,
5543178-2938232,1226459250817,#5543178,2614761685121,partial,2938232,1,fulfilled,0,,,,,,,
5543178-2938043,1226459250817,#5543178,2614761717889,partial,2938043,1,fulfilled,0,,,,,,,
5543178-2938225,1226459250817,#5543178,2614761750657,partial,2938225,1,fulfilled,0,,,,,,,
5543178-2937571,1226459250817,#5543178,2614761783425,partial,2937571,1,fulfilled,0,,,,,,,
5543178-2894982,1226459250817,#5543178,2614761816193,partial,2894982,1,fulfilled,0,,,,,,,
5543178-2937059,1226459250817,#5543178,2614761848961,partial,2937059,1,fulfilled,0,,,,,,,
5543178-2933503,1226459250817,#5543178,2614761881729,partial,2933503,1,fulfilled,0,,,,,,,
5543178-2934828,1226459250817,#5543178,2614761914497,partial,2934828,2,fulfilled,0,,,,,,,
5543178-2934564,1226459250817,#5543178,2614761947265,partial,2934564,1,fulfilled,0,,,,,,,
5543178-2937549,1226459250817,#5543178,2614761980033,partial,2937549,1,pending,1,,,,,,,
5543136-2961967,1226457874561,#5543136,2614759686273,fulfilled,2961967,1,fulfilled,0,,,,,,,
5543136-2803568,1226457874561,#5543136,2614759719041,fulfilled,2803568,1,fulfilled,0,,,,,,,
5543128-238636,1226457612417,#5543128,2614759063681,fulfilled,238636,5,fulfilled,0,,,,,,,
5543128-2932938,1226457612417,#5543128,2614759096449,fulfilled,2932938,1,fulfilled,0,,,,,,,
5543128-432463,1226457612417,#5543128,2614759129217,fulfilled,432463,1,fulfilled,0,,,,,,,
5543079-32378,1226456006785,#5543079,2614755459201,partial,32378,2,pending,2,,,,,,,
5543079-807712,1226456006785,#5543079,2614755491969,partial,807712,1,pending,1,,,,,,,
5543079-1056963,1226456006785,#5543079,2614755524737,partial,1056963,1,fulfilled,0,,,,,,,
5543079-643108,1226456006785,#5543079,2614755557505,partial,643108,1,pending,1,,,,,,,
5543079-576433,1226456006785,#5543079,2614755590273,partial,576433,1,fulfilled,0,,,,,,,
5543068-2954561,1226455646337,#5543068,2614754672769,partial,2954561,1,fulfilled,0,,,,,,,
5543068-2770432,1226455646337,#5543068,2614754705537,partial,2770432,1,fulfilled,0,,,,,,,
5543068-ecofee-sku-1,1226455646337,#5543068,2614754738305,partial,ecofee-sku-1,1,pending,1,,,,,,,
5543033-1903679,1226454499457,#5543033,2614752837761,partial,1903679,1,pending,1,,,,,,,
5543033-783481,1226454499457,#5543033,2614752870529,partial,783481,1,fulfilled,0,,,,,,,
5543033-2825852,1226454499457,#5543033,2614752903297,partial,2825852,2,fulfilled,0,,,,,,,
5543015-2909417,1226453909633,#5543015,2614751559809,fulfilled,2909417,1,fulfilled,0,,,,,,,
5543015-2909419,1226453909633,#5543015,2614751592577,fulfilled,2909419,1,fulfilled,0,,,,,,,
5543011-2957852,1226453778561,#5543011,2614751330433,partial,2957852,1,fulfilled,0,,,,,,,
5543011-2957851,1226453778561,#5543011,2614751363201,partial,2957851,1,pending,1,,,,,,,
5543011-2934707,1226453778561,#5543011,2614751395969,partial,2934707,1,fulfilled,0,,,,,,,
5542915-11593,1226450632833,#5542915,2614745235585,fulfilled,11593,1,fulfilled,0,,,,,,,
5542915-2937156,1226450632833,#5542915,2614745268353,fulfilled,2937156,1,fulfilled,0,,,,,,,
5542915-482490,1226450632833,#5542915,2614745301121,fulfilled,482490,1,fulfilled,0,,,,,,,
5542915-228625,1226450632833,#5542915,2614745333889,fulfilled,228625,1,fulfilled,0,,,,,,,
5542915-582353,1226450632833,#5542915,2614745366657,fulfilled,582353,1,fulfilled,0,,,,,,,
5542915-1535891,1226450632833,#5542915,2614745399425,fulfilled,1535891,1,fulfilled,0,,,,,,,
5542915-2937526,1226450632833,#5542915,2614745432193,fulfilled,2937526,1,fulfilled,0,,,,,,,
5542915-611290,1226450632833,#5542915,2614745464961,fulfilled,611290,2,fulfilled,0,,,,,,,
5542914-2405885,1226450600065,#5542914,2614744940673,partial,2405885,1,fulfilled,0,,,,,,,
5542914-31307,1226450600065,#5542914,2614744973441,partial,31307,1,pending,1,,,,,,,
5542914-494216,1226450600065,#5542914,2614745006209,partial,494216,1,pending,1,,,,,,,
5542914-616495,1226450600065,#5542914,2614745038977,partial,616495,1,fulfilled,0,,,,,,,
5542914-618060,1226450600065,#5542914,2614745071745,partial,618060,1,pending,1,,,,,,,
5542914-43454,1226450600065,#5542914,2614745104513,partial,43454,1,pending,1,,,,,,,
5542914-132361,1226450600065,#5542914,2614745137281,partial,132361,1,pending,1,,,,,,,
5542914-132099,1226450600065,#5542914,2614745170049,partial,132099,1,pending,1,,,,,,,
5542914-20153,1226450600065,#5542914,2614745202817,partial,20153,1,fulfilled,0,,,,,,,
5542887-1741974,1226449715329,#5542887,2614743138433,partial,1741974,1,pending,1,,,,,,,
5542887-2717727,1226449715329,#5542887,2614743171201,partial,2717727,1,fulfilled,0,,,,,,,
5542887-2721224,1226449715329,#5542887,2614743203969,partial,2721224,1,pending,1,,,,,,,
5542887-743771,1226449715329,#5542887,2614743236737,partial,743771,1,fulfilled,0,,,,,,,
5542885-384080,1226449649793,#5542885,2614743040129,fulfilled,384080,1,fulfilled,0,,,,,,,
5542885-2901554,1226449649793,#5542885,2614743072897,fulfilled,2901554,1,fulfilled,0,,,,,,,
5542656-76030,1226442145921,#5542656,2614729834625,fulfilled,76030,1,fulfilled,0,,,,,,,
5542656-672285,1226442145921,#5542656,2614729867393,fulfilled,672285,2,fulfilled,0,,,,,,,
5542536-651740,1226438213761,#5542536,2614721052801,partial,651740,2,pending,2,,,,,,,
5542536-2392528,1226438213761,#5542536,2614721085569,partial,2392528,1,pending,1,,,,,,,
5542536-32374,1226438213761,#5542536,2614721118337,partial,32374,12,pending,12,,,,,,,
5542536-2500672,1226438213761,#5542536,2614721151105,partial,2500672,3,fulfilled,0,,,,,,,
5542536-702875,1226438213761,#5542536,2614721183873,partial,702875,4,pending,4,,,,,,,
5542536-702874,1226438213761,#5542536,2614721216641,partial,702874,4,pending,4,,,,,,,
5542536-702879,1226438213761,#5542536,2614721249409,partial,702879,4,pending,4,,,,,,,
5542536-851656,1226438213761,#5542536,2614721282177,partial,851656,2,pending,2,,,,,,,
5542536-648814,1226438213761,#5542536,2614721314945,partial,648814,2,fulfilled,0,,,,,,,
5542536-648822,1226438213761,#5542536,2614721347713,partial,648822,2,fulfilled,0,,,,,,,
5542536-648833,1226438213761,#5542536,2614721380481,partial,648833,2,fulfilled,0,,,,,,,
5542536-851657,1226438213761,#5542536,2614721413249,partial,851657,2,pending,2,,,,,,,
5542536-807712,1226438213761,#5542536,2614721446017,partial,807712,2,pending,2,,,,,,,
5542536-827601,1226438213761,#5542536,2614721478785,partial,827601,2,pending,2,,,,,,,
5542536-648812,1226438213761,#5542536,2614721511553,partial,648812,2,pending,2,,,,,,,
5542536-648823,1226438213761,#5542536,2614721544321,partial,648823,2,fulfilled,0,,,,,,,
5542536-648819,1226438213761,#5542536,2614721577089,partial,648819,2,pending,2,,,,,,,
5542536-807722,1226438213761,#5542536,2614721609857,partial,807722,2,pending,2,,,,,,,
5542468-481787,1226435985537,#5542468,2614716694657,fulfilled,481787,1,fulfilled,0,,,,,,,
5542468-481786,1226435985537,#5542468,2614716727425,fulfilled,481786,1,fulfilled,0,,,,,,,
5542468-481792,1226435985537,#5542468,2614716760193,fulfilled,481792,2,fulfilled,0,,,,,,,
5542441-618826,1226435100801,#5542441,2614715515009,fulfilled,618826,1,fulfilled,0,,,,,,,
5542441-331507,1226435100801,#5542441,2614715547777,fulfilled,331507,1,fulfilled,0,,,,,,,
5542419-2934068,1226434379905,#5542419,2614713909377,partial,2934068,2,pending,2,,,,,,,
5542419-2925206,1226434379905,#5542419,2614713942145,partial,2925206,1,pending,1,,,,,,,
5542419-2638615,1226434379905,#5542419,2614713974913,partial,2638615,2,fulfilled,0,,,,,,,
5542419-582353,1226434379905,#5542419,2614714007681,partial,582353,4,pending,4,,,,,,,
5542419-709974,1226434379905,#5542419,2614714040449,partial,709974,2,fulfilled,0,,,,,,,
5542419-2839181,1226434379905,#5542419,2614714073217,partial,2839181,1,pending,1,,,,,,,
5542419-2839180,1226434379905,#5542419,2614714105985,partial,2839180,1,fulfilled,0,,,,,,,
5542419-2839185,1226434379905,#5542419,2614714138753,partial,2839185,1,fulfilled,0,,,,,,,
5542248-742621,1226428776577,#5542248,2614704046209,fulfilled,742621,1,fulfilled,0,,,,,,,
5542248-1127496,1226428776577,#5542248,2614704078977,fulfilled,1127496,1,fulfilled,0,,,,,,,
5542248-518200,1226428776577,#5542248,2614704111745,fulfilled,518200,1,fulfilled,0,,,,,,,
5542248-634981,1226428776577,#5542248,2614704144513,fulfilled,634981,5,fulfilled,0,,,,,,,
5542248-40958,1226428776577,#5542248,2614704177281,fulfilled,40958,2,fulfilled,0,,,,,,,
5542248-40887,1226428776577,#5542248,2614704210049,fulfilled,40887,20,fulfilled,0,,,,,,,
5542243-240499,1226428612737,#5542243,2614703784065,fulfilled,240499,1,fulfilled,0,,,,,,,
5542243-2888312,1226428612737,#5542243,2614703816833,fulfilled,2888312,1,fulfilled,0,,,,,,,
5542184-688267,1226426679425,#5542184,2614700114049,fulfilled,688267,3,fulfilled,0,,,,,,,
5542184-10113,1226426679425,#5542184,2614700146817,fulfilled,10113,1,fulfilled,0,,,,,,,
5542167-2608727,1226426122369,#5542167,2614699131009,partial,2608727,1,fulfilled,0,,,,,,,
5542167-24383797,1226426122369,#5542167,2614699163777,partial,24383797,1,fulfilled,0,,,,,,,
5542167-ecofee-sku-1,1226426122369,#5542167,2614699196545,partial,ecofee-sku-1,1,pending,1,,,,,,,
5542119-2937528,1226424549505,#5542119,2614695886977,partial,2937528,1,pending,1,,,,,,,
5542119-2938038,1226424549505,#5542119,2614695919745,partial,2938038,1,pending,1,,,,,,,
5542119-2937551,1226424549505,#5542119,2614695952513,partial,2937551,1,fulfilled,0,,,,,,,
5542119-2937526,1226424549505,#5542119,2614695985281,partial,2937526,1,fulfilled,0,,,,,,,
5542119-2937527,1226424549505,#5542119,2614696018049,partial,2937527,1,pending,1,,,,,,,
5542031-24401674,1226421665921,#5542031,2614689955969,fulfilled,24401674,1,fulfilled,0,,,,,,,
5542031-437183,1226421665921,#5542031,2614689988737,fulfilled,437183,2,fulfilled,0,,,,,,,
5542031-14336,1226421665921,#5542031,2614690021505,fulfilled,14336,10,fulfilled,0,,,,,,,
5542031-892644,1226421665921,#5542031,2614690054273,fulfilled,892644,10,fulfilled,0,,,,,,,
5541946-2909881,1226418880641,#5541946,2614686023809,fulfilled,2909881,1,fulfilled,0,,,,,,,
5541946-2774041,1226418880641,#5541946,2614686056577,fulfilled,2774041,2,fulfilled,0,,,,,,,
5541946-2942364,1226418880641,#5541946,2614686089345,fulfilled,2942364,1,fulfilled,0,,,,,,,
5541946-2444454,1226418880641,#5541946,2614686122113,fulfilled,2444454,1,fulfilled,0,,,,,,,
5541898-2519087,1226417307777,#5541898,2614683009153,fulfilled,2519087,1,fulfilled,0,,,,,,,
5541898-688267,1226417307777,#5541898,2614683041921,fulfilled,688267,10,fulfilled,0,,,,,,,
5541791-2941039,1226413801601,#5541791,2614676684929,fulfilled,2941039,1,fulfilled,0,,,,,,,
5541791-688267,1226413801601,#5541791,2614676717697,fulfilled,688267,10,fulfilled,0,,,,,,,
5541791-582353,1226413801601,#5541791,2614676750465,fulfilled,582353,2,fulfilled,0,,,,,,,
5541691-687366,1226410524801,#5541691,2614669901953,fulfilled,687366,1,fulfilled,0,,,,,,,
5541691-687364,1226410524801,#5541691,2614669934721,fulfilled,687364,2,fulfilled,0,,,,,,,
5541486-24342724,1226403807361,#5541486,2614657351809,fulfilled,24342724,1,fulfilled,0,,,,,,,
5541486-2959444,1226403807361,#5541486,2614657384577,fulfilled,2959444,1,fulfilled,0,,,,,,,
5541324-2935297,1226398498945,#5541324,2614647062657,partial,2935297,1,pending,1,,,,,,,
5541324-685038,1226398498945,#5541324,2614647095425,partial,685038,1,fulfilled,0,,,,,,,
5541324-685077,1226398498945,#5541324,2614647128193,partial,685077,1,fulfilled,0,,,,,,,
5541324-2942998,1226398498945,#5541324,2614647160961,partial,2942998,1,fulfilled,0,,,,,,,
5541324-2935310,1226398498945,#5541324,2614647193729,partial,2935310,1,pending,1,,,,,,,
5541311-2797233,1226398072961,#5541311,2614646374529,fulfilled,2797233,1,fulfilled,0,,,,,,,
5541311-2899862,1226398072961,#5541311,2614646407297,fulfilled,2899862,1,fulfilled,0,,,,,,,
5541311-2762498,1226398072961,#5541311,2614646440065,fulfilled,2762498,1,fulfilled,0,,,,,,,
5541232-2957848,1226395484289,#5541232,2614641426561,fulfilled,2957848,1,fulfilled,0,,,,,,,
5541232-2957854,1226395484289,#5541232,2614641459329,fulfilled,2957854,1,fulfilled,0,,,,,,,
5541232-2957853,1226395484289,#5541232,2614641492097,fulfilled,2957853,2,fulfilled,0,,,,,,,
5541232-2949469,1226395484289,#5541232,2614641524865,fulfilled,2949469,1,fulfilled,0,,,,,,,
5541201-2698687,1226394468481,#5541201,2614639689857,partial,2698687,1,fulfilled,0,,,,,,,
5541201-2727456,1226394468481,#5541201,2614639722625,partial,2727456,1,fulfilled,0,,,,,,,
5541201-ecofee-sku-1,1226394468481,#5541201,2614639755393,partial,ecofee-sku-1,1,pending,1,,,,,,,
5541135-735906,1226392305793,#5541135,2614635626625,partial,735906,1,fulfilled,0,,,,,,,
5541135-620527,1226392305793,#5541135,2614635659393,partial,620527,1,fulfilled,0,,,,,,,
5541135-24390544,1226392305793,#5541135,2614635692161,partial,24390544,2,fulfilled,0,,,,,,,
5541135-688267,1226392305793,#5541135,2614635724929,partial,688267,40,pending,40,,,,,,,
5540999-2911079,1226387849345,#5540999,2614628515969,partial,2911079,3,fulfilled,0,,,,,,,
5540999-2126557,1226387849345,#5540999,2614628548737,partial,2126557,1,fulfilled,0,,,,,,,
5540999-2126549,1226387849345,#5540999,2614628581505,partial,2126549,1,fulfilled,0,,,,,,,
5540999-ecofee-sku-1,1226387849345,#5540999,2614628614273,partial,ecofee-sku-1,1,pending,1,,,,,,,
5540999-ecofee-sku-2,1226387849345,#5540999,2614628647041,partial,ecofee-sku-2,1,pending,1,,,,,,,
5540963-798471,1226386669697,#5540963,2614626582657,fulfilled,798471,2,fulfilled,0,,,,,,,
5540963-29242,1226386669697,#5540963,2614626615425,fulfilled,29242,1,fulfilled,0,,,,,,,
5540963-798219,1226386669697,#5540963,2614626648193,fulfilled,798219,1,fulfilled,0,,,,,,,
5540875-41143,1226383786113,#5540875,2614621864065,partial,41143,1,pending,1,,,,,,,
5540875-730892,1226383786113,#5540875,2614621896833,partial,730892,1,pending,1,,,,,,,
5540875-730889,1226383786113,#5540875,2614621929601,partial,730889,1,pending,1,,,,,,,
5540875-481793,1226383786113,#5540875,2614621962369,partial,481793,1,pending,1,,,,,,,
5540875-384080,1226383786113,#5540875,2614621995137,partial,384080,1,fulfilled,0,,,,,,,
5540875-481786,1226383786113,#5540875,2614622027905,partial,481786,2,fulfilled,0,,,,,,,
5540811-27110,1226381688961,#5540811,2614618095745,fulfilled,27110,1,fulfilled,0,,,,,,,
5540811-761482,1226381688961,#5540811,2614618128513,fulfilled,761482,8,fulfilled,0,,,,,,,
5540811-2943968,1226381688961,#5540811,2614618161281,fulfilled,2943968,2,fulfilled,0,,,,,,,
5540486-2867605,1226371039361,#5540486,2614599647361,partial,2867605,1,fulfilled,0,,,,,,,
5540486-2595234,1226371039361,#5540486,2614599680129,partial,2595234,1,fulfilled,0,,,,,,,
5540486-2879109,1226371039361,#5540486,2614599712897,partial,2879109,1,pending,1,,,,,,,
5540330-575671,1226365927553,#5540330,2614590570625,partial,575671,1,fulfilled,0,,,,,,,
5540330-660499,1226365927553,#5540330,2614590603393,partial,660499,1,pending,1,,,,,,,
5540330-632112,1226365927553,#5540330,2614590636161,partial,632112,2,pending,2,,,,,,,
5540330-16445,1226365927553,#5540330,2614590668929,partial,16445,1,pending,1,,,,,,,
5540330-2962382,1226365927553,#5540330,2614590701697,partial,2962382,1,fulfilled,0,,,,,,,
5540330-45212,1226365927553,#5540330,2614590734465,partial,45212,2,pending,2,,,,,,,
5540330-45214,1226365927553,#5540330,2614590767233,partial,45214,2,pending,2,,,,,,,
5540330-703715,1226365927553,#5540330,2614590800001,partial,703715,2,pending,2,,,,,,,
5540330-499865,1226365927553,#5540330,2614590832769,partial,499865,2,pending,2,,,,,,,
5540330-503573,1226365927553,#5540330,2614590865537,partial,503573,2,pending,2,,,,,,,
5540330-2806654,1226365927553,#5540330,2614590898305,partial,2806654,1,fulfilled,0,,,,,,,
5540330-451728,1226365927553,#5540330,2614590931073,partial,451728,1,pending,1,,,,,,,
5540318-2795913,1226365534337,#5540318,2614589489281,partial,2795913,3,fulfilled,0,,,,,,,
5540318-611290,1226365534337,#5540318,2614589522049,partial,611290,1,fulfilled,0,,,,,,,
5540318-2934068,1226365534337,#5540318,2614589554817,partial,2934068,2,fulfilled,0,,,,,,,
5540318-2933178,1226365534337,#5540318,2614589587585,partial,2933178,1,fulfilled,0,,,,,,,
5540318-1009780,1226365534337,#5540318,2614589620353,partial,1009780,3,fulfilled,0,,,,,,,
5540318-2933503,1226365534337,#5540318,2614589653121,partial,2933503,1,pending,1,,,,,,,
5540318-2934845,1226365534337,#5540318,2614589685889,partial,2934845,1,fulfilled,0,,,,,,,
5540262-1669396,1226363699329,#5540262,2614586245249,partial,1669396,2,partial,1,,,,,,,
5540262-24383786,1226363699329,#5540262,2614586278017,partial,24383786,1,fulfilled,0,,,,,,,
5540262-2448780,1226363699329,#5540262,2614586310785,partial,2448780,2,fulfilled,0,,,,,,,
5540114-2939375,1226358849665,#5540114,2614578151553,fulfilled,2939375,1,fulfilled,0,,,,,,,
5540114-2939373,1226358849665,#5540114,2614578184321,fulfilled,2939373,2,fulfilled,0,,,,,,,
5540108-2807069,1226358653057,#5540108,2614577823873,fulfilled,2807069,1,fulfilled,0,,,,,,,
5540108-2939375,1226358653057,#5540108,2614577856641,fulfilled,2939375,1,fulfilled,0,,,,,,,
5540108-2939370,1226358653057,#5540108,2614577889409,fulfilled,2939370,1,fulfilled,0,,,,,,,
5540101-2935297,1226358423681,#5540101,2614577365121,fulfilled,2935297,1,fulfilled,0,,,,,,,
5540101-2937533,1226358423681,#5540101,2614577397889,fulfilled,2937533,2,fulfilled,0,,,,,,,
5540101-2937527,1226358423681,#5540101,2614577430657,fulfilled,2937527,2,fulfilled,0,,,,,,,
5540101-2942998,1226358423681,#5540101,2614577463425,fulfilled,2942998,6,fulfilled,0,,,,,,,
5539934-1617995,1226352951425,#5539934,2614568484993,fulfilled,1617995,1,fulfilled,0,,,,,,,
5539934-2962273,1226352951425,#5539934,2614568517761,fulfilled,2962273,1,fulfilled,0,,,,,,,
5539928-380479,1226352754817,#5539928,2614568222849,fulfilled,380479,1,fulfilled,0,,,,,,,
5539928-1667571,1226352754817,#5539928,2614568255617,fulfilled,1667571,31,fulfilled,"0""orders.id""",orders.name,orders.line_items.id,orders.fulfillment_status,orders.line_items.sku,orders.line_items.quantity,orders.line_items.fulfillment_status,orders.line_items.fulfillable_quantity
5617621-481800,1228898664577,#5617621,2620124692609,fulfilled,481800,1,fulfilled,0,,,,,,,
5617621-481805,1228898664577,#5617621,2620124725377,fulfilled,481805,1,fulfilled,0,,,,,,,
5617621-557109,1228898664577,#5617621,2620124758145,fulfilled,557109,3,fulfilled,0,,,,,,,
5600653-2936470,1228342657153,#5600653,2618699186305,partial,2936470,1,fulfilled,0,,,,,,,
5600653-723218,1228342657153,#5600653,2618699219073,partial,723218,1,pending,1,,,,,,,
5600653-745931,1228342657153,#5600653,2618699251841,partial,745931,1,pending,1,,,,,,,
5600653-963962,1228342657153,#5600653,2618699284609,partial,963962,1,fulfilled,0,,,,,,,
5600653-798080,1228342657153,#5600653,2618699317377,partial,798080,3,pending,3,,,,,,,
5600653-1956548,1228342657153,#5600653,2618699350145,partial,1956548,1,fulfilled,0,,,,,,,
5600637-1439219,1228342132865,#5600637,2618697711745,partial,1439219,1,pending,1,,,,,,,
5600637-489419,1228342132865,#5600637,2618697744513,partial,489419,1,fulfilled,0,,,,,,,
5600637-486341,1228342132865,#5600637,2618697777281,partial,486341,1,pending,1,,,,,,,
5600637-14040,1228342132865,#5600637,2618697810049,partial,14040,2,pending,2,,,,,,,
5600637-807722,1228342132865,#5600637,2618697842817,partial,807722,3,fulfilled,0,,,,,,,
5600637-827602,1228342132865,#5600637,2618697875585,partial,827602,1,fulfilled,0,,,,,,,
5600637-827601,1228342132865,#5600637,2618697908353,partial,827601,3,fulfilled,0,,,,,,,
5600637-651740,1228342132865,#5600637,2618697941121,partial,651740,1,fulfilled,0,,,,,,,
5600605-740233,1228341084289,#5600605,2618694860929,partial,740233,1,fulfilled,0,,,,,,,
5600605-26721,1228341084289,#5600605,2618694893697,partial,26721,1,fulfilled,0,,,,,,,
5600605-1990394,1228341084289,#5600605,2618694926465,partial,1990394,1,fulfilled,0,,,,,,,
5600605-964651,1228341084289,#5600605,2618694959233,partial,964651,1,pending,1,,,,,,,
5600605-613660,1228341084289,#5600605,2618694992001,partial,613660,1,fulfilled,0,,,,,,,
5600589-2608736,1228340560001,#5600589,2618693648513,partial,2608736,1,fulfilled,0,,,,,,,
5600589-2945493,1228340560001,#5600589,2618693681281,partial,2945493,1,fulfilled,0,,,,,,,
5600589-ecofee-sku-1,1228340560001,#5600589,2618693714049,partial,ecofee-sku-1,1,pending,1,,,,,,,
5600528-2537590,1228338561153,#5600528,2618688176257,partial,2537590,9,fulfilled,0,,,,,,,
5600528-2537591,1228338561153,#5600528,2618688209025,partial,2537591,6,fulfilled,0,,,,,,,
5600528-14881,1228338561153,#5600528,2618688241793,partial,14881,3,pending,3,,,,,,,
5600528-828651,1228338561153,#5600528,2618688274561,partial,828651,3,fulfilled,0,,,,,,,
5600528-866960,1228338561153,#5600528,2618688307329,partial,866960,1,fulfilled,0,,,,,,,
5600528-37343,1228338561153,#5600528,2618688340097,partial,37343,1,fulfilled,0,,,,,,,
5600528-566848,1228338561153,#5600528,2618688372865,partial,566848,1,fulfilled,0,,,,,,,
5600516-613569,1228338167937,#5600516,2618687258753,partial,613569,1,fulfilled,0,,,,,,,
5600516-2942918,1228338167937,#5600516,2618687291521,partial,2942918,1,fulfilled,0,,,,,,,
5600516-45717,1228338167937,#5600516,2618687324289,partial,45717,1,fulfilled,0,,,,,,,
5600516-566848,1228338167937,#5600516,2618687357057,partial,566848,1,fulfilled,0,,,,,,,
5600516-271674,1228338167937,#5600516,2618687389825,partial,271674,1,pending,1,,,,,,,
